hotel_name,location,rating,review_score,num_reviews,room_score,room_type,bed_type,price_bdt,price_eur,source
Hotel Sa Barrera - Adults Only,Cala en Porter,8.5,Very Good,412,8.9,Deluxe Double or Twin Room,1 double or 2 twins,567517.0,4729.31,Booking.com
Hotel Benalma Costa del Sol,Benalmádena,8.5,Very Good,2851,8.9,Gran Sea View Double Room (2 Adults +2 Children),"3 beds (2 twins, 1 sofa bed)",619141.0,5159.51,Booking.com
Hotel Ribera,Santiago de la Ribera,8.2,Very Good,443,8.1,Twin Room,2 twin beds,136808.0,1140.07,Booking.com
Corralejo Surfing Colors Hotel&Apartments,Corralejo,8.5,Very Good,2886,8.7,Surfing Dreams Room,2 twin beds,190556.0,1587.97,Booking.com
Hotel Cerro La Nina,Beceña,8.7,Excellent,1433,9.0,Double or Twin Room,1 double or 2 twins,176957.0,1474.64,Booking.com
Casa Rural La Plazuela,Cazalla de la Sierra,8.0,Very Good,255,8.2,Twin Room,2 twin beds,146207.0,1218.39,Booking.com
Ramada by Wyndham Valencia Almussafes,Almussafes,8.1,Very Good,809,8.7,Twin Room - Non-Smoking,2 twin beds,301494.0,2512.45,Booking.com
Lopesan Costa Meloneras Resort & Spa,Meloneras,8.8,Excellent,1375,9.4,Deluxe Vista (2+0),1 king bed,778890.0,6490.75,Booking.com
Axel Hotel San Sebastián - Adults Only,"San Sebastian City Center, San Sebastián",8.4,Very Good,6326,9.1,Standard Double Room,1 double or 2 twins,374812.0,3123.43,Booking.com
Plaza de la Luz Cádiz,"Old Town, Cádiz",8.9,Excellent,6935,9.2,Studio,1 full bed,267535.0,2229.46,Booking.com
El Mesón de Despeñaperros,Santa Elena,8.4,Very Good,992,8.5,Quadruple,4 twin beds,219310.0,1827.58,Booking.com
Hotel Rural El Navío - Adults Only,Alcalá,8.9,Excellent,429,8.8,Budget Twin Room,2 twin beds,243678.0,2030.65,Booking.com
"Casa Uwe, El Remo",Puerto Naos,9.0,Wonderful,6,8.3,Apartment with Sea View,"4 beds (2 twins, 1 full, 1 sofa bed)",197031.0,1641.92,Booking.com
Hotel Patricia,Torreguadiaro,7.5,Good,817,,Double Room,1 full bed,208588.0,1738.23,Booking.com
Teide Rooms,Puerto de Sagunto,8.0,Very Good,931,8.6,Double Room with Balcony,1 full bed,175814.0,1465.12,Booking.com
Aparthotel Areu,Areu,8.9,Excellent,232,9.2,Two-Bedroom Apartment (4 Adults),"3 beds (2 twins, 1 full)",279621.0,2330.18,Booking.com
Eurostars Arenas de Pinto,Pinto,8.6,Excellent,2459,8.9,Double or Twin Room,Multiple bed types,258183.0,2151.52,Booking.com
Apartamentos la Higar,La Pesa,8.3,Very Good,171,8.3,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",266880.0,2224.0,Booking.com
Sancho Ramirez,Pamplona,8.1,Very Good,2721,8.5,Double Room,1 double or 2 twins,261084.0,2175.7,Booking.com
Hotel Olympus Palace,"Salou City Centre, Salou",8.7,Excellent,2641,9.1,Double Room with Pool View,1 double or 2 twins,268394.0,2236.62,Booking.com
Senator Marbella Spa Hotel,Marbella,7.8,Good,3316,8.3,Superior Double or Twin Room with Sea View,1 double or 2 twins,376606.0,3138.38,Booking.com
Alua Leo,Can Pastilla,8.1,Very Good,2989,8.4,Double Room with Pool View,"3 beds (2 twins, 1 sofa bed)",319914.0,2665.95,Booking.com
Balneario Cervantes,Santa Cruz de Mudela,7.3,Good,944,,Standard Double Room,2 twin beds,144930.0,1207.75,Booking.com
Hotel Mirador Jorquera,Jorquera,8.6,Excellent,554,9.0,Standard Double Room,1 double or 2 twins,252520.0,2104.33,Booking.com
Hotel Florida Magaluf - Adults Only,Magaluf,8.8,Excellent,1604,9.0,Double or Twin Room with Sea View,2 twin beds,399154.0,3326.28,Booking.com
"7Pines Resort Ibiza, part of Destination by Hyatt",San Jose,8.6,Excellent,311,9.1,Resort Suite,1 king bed,1062436.0,8853.63,Booking.com
Hotel BCL Levante Club & Spa - Only Adults Recomended,"Rincon de Loix, Benidorm",8.5,Very Good,2791,9.0,Double or Twin Room with Balcony (2 Adults),1 double or 2 twins,317517.0,2645.98,Booking.com
Hotel-Restaurante La Sima,Castillo de Garcimuñoz,7.9,Good,267,8.2,Twin Room with Bathroom,2 twin beds,121839.0,1015.32,Booking.com
casa Decklid golf apartment,Alhama de Murcia,8.9,Excellent,21,8.9,Three-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",184934.0,1541.12,Booking.com
Hotel Naranjo De Bulnes,Arenas de Cabrales,8.3,Very Good,614,8.4,Triple Room,Multiple bed types,222815.0,1856.79,Booking.com
Dreams Jardin Tropical Resort & Spa,Adeje,8.6,Excellent,2587,8.9,Double Room,"3 beds (2 twins, 1 sofa bed)",459507.0,3829.22,Booking.com
Hotel Hacienda de Abajo-Adults Only,Tazacorte,9.2,Wonderful,205,9.3,Premium Double Room,1 double or 2 twins,669961.0,5583.01,Booking.com
Hotel Abeiras,O Grove,8.7,Excellent,985,9.0,Twin Room,2 twin beds,148214.0,1235.12,Booking.com
Apartamentos Rurales Campillo,Arroyo Frio,8.6,Excellent,374,8.2,3-Bedroom Apartment,"5 beds (4 twins, 1 full)",244084.0,2034.03,Booking.com
Aparthotel Areu,Areu,8.9,Excellent,232,9.2,Two-Bedroom Apartment (4 Adults),"3 beds (2 twins, 1 full)",279621.0,2330.18,Booking.com
Hotel & Restaurante Peña,Arrós,8.8,Excellent,1409,9.2,Economy Double Room,1 double or 2 twins,197486.0,1645.72,Booking.com
Hotel Real,Lleida,8.4,Very Good,1264,8.8,Twin Room,2 twin beds,203877.0,1698.98,Booking.com
Apartamentos Vista Alegre Mallorca,Porto Cristo,8.6,Excellent,569,8.6,Apartment with Pool View,"3 beds (2 twins, 1 sofa bed)",238787.0,1989.89,Booking.com
Casa Rural - Suerte (+Piscina),Illana,8.9,Excellent,25,8.6,Three-Bedroom Villa,"6 beds (2 twins, 2 fulls, 1 king, 1 sofa bed)",753997.0,6283.31,Booking.com
Kn Aparthotel Columbus,Playa de las Americas,7.6,Good,2224,,Double or Twin Room (2 Adults),2 twin beds,408602.0,3405.02,Booking.com
Hostal Doris,Colònia de Sant Jordi,9.2,Wonderful,466,9.4,Twin Room,2 twin beds,165040.0,1375.33,Booking.com
C.T.R. Camino de la Fuentona,Cabrejas del Pinar,9.3,Wonderful,174,9.1,Double or Twin Room,2 twin beds,141821.0,1181.84,Booking.com
Lopesan Villa del Conde Resort & Thalasso,Meloneras,8.7,Excellent,1197,9.3,Double or Twin Room (2 Adults),1 king bed,511966.0,4266.38,Booking.com
Vivienda familiar en A Guarda,A Guarda,9.4,Wonderful,40,9.7,Three-Bedroom Apartment,"4 beds (2 twins, 1 king, 1 queen)",222443.0,1853.69,Booking.com
Hotel El Patio,Garachico,8.7,Excellent,602,8.8,Basic Double or Twin Room - 1640 feet from main building,1 double or 2 twins,295739.0,2464.49,Booking.com
Occidental Fuengirola,"El Castillo Beach, Fuengirola",8.5,Very Good,3429,9.1,Superior Double or Twin Room with Lateral Sea View,Multiple bed types,515400.0,4295.0,Booking.com
Hotel Medium Sitges Park,"Sitges Town Center, Sitges",8.2,Very Good,2855,8.5,Double or Twin Room,1 double or 2 twins,326877.0,2723.98,Booking.com
Hoposa Costa D'or - Adults Only,Deia,8.9,Excellent,603,9.2,Double or Twin Room,1 double or 2 twins,627540.0,5229.5,Booking.com
Hotel Malcom and Barret,"Quatre Carreres, Valencia",8.7,Excellent,13504,9.0,Double Room,Multiple bed types,519266.0,4327.22,Booking.com
Amanecer Cabrerizos,Cabrerizos,9.8,Exceptional,18,9.9,Two-Bedroom House,"4 beds (1 twin, 2 fulls, 1 sofa bed)",543054.0,4525.45,Booking.com
Porcel Avant,Torrejón de Ardoz,8.3,Very Good,1805,8.6,Double Room with parking included,1 double or 2 twins,227711.0,1897.59,Booking.com
Ona Alanda Club Marbella,"Nikki Beach, Marbella",8.7,Excellent,2243,9.0,Superior Two-Bedroom Apartment (6 Adults),"5 beds (4 twins, 1 sofa bed)",519668.0,4330.57,Booking.com
Hotel Spa Norat O Grove 3* Superior,O Grove,8.3,Very Good,2383,8.6,Double Room,1 double or 2 twins,140521.0,1171.01,Booking.com
Camping Torre de la Mora,Tamarit,8.5,Very Good,1771,8.4,Tent (Foret 2 pax),1 full bed,120795.0,1006.62,Booking.com
El Marques Palace by Intercorp Group,Puerto de Santiago,8.5,Very Good,1669,8.5,Two-Bedroom Apartment with Garden View,"4 beds (2 twins, 1 full, 1 sofa bed)",250640.0,2088.67,Booking.com
Macdonald Leila Playa Resort,La Cala de Mijas,9.0,Wonderful,396,9.1,Classic One-Bedroom Apartment with Terrace,"3 beds (2 twins, 1 sofa bed)",341641.0,2847.01,Booking.com
Hotel Bahía de Vigo,Vigo,8.2,Very Good,4591,8.6,Double or Twin Room with Sea View,1 double or 2 twins,252729.0,2106.07,Booking.com
Hotel VIDA Finisterre Centro,Finisterre,8.8,Excellent,1482,9.2,Double Room - Attic,1 full bed,150008.0,1250.07,Booking.com
Pierre & Vacances Estartit Playa,L'Estartit,8.1,Very Good,3212,8.3,One-Bedroom Apartment (4 Adults),"3 beds (2 twins, 1 sofa bed)",149369.0,1244.74,Booking.com
Art Suites by Casa de Indias,El Puerto de Santa María,9.3,Wonderful,663,9.5,Deluxe King Room,1 queen bed,466409.0,3886.74,Booking.com
NH Campo de Gibraltar,Los Barrios,8.1,Very Good,2123,8.5,Standard Double or Twin Room,1 double or 2 twins,151279.0,1260.66,Booking.com
Ampuria Inn,Empuriabrava,7.9,Good,2936,8.1,Double or Twin Room,1 double or 2 twins,185775.0,1548.12,Booking.com
Apartamentos Manilva Green,Manilva,8.2,Very Good,899,8.1,One-Bedroom Apartment with Sea View,"3 beds (2 twins, 1 sofa bed)",159459.0,1328.82,Booking.com
Neptuno Suites - Adults Only,Costa Teguise,7.9,Good,959,8.2,One-Bedroom Apartment with Sea View (2 Adults),2 twin beds,292448.0,2437.07,Booking.com
Cortijo Del Mar Resort,Estepona,8.8,Excellent,266,9.1,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",439160.0,3659.67,Booking.com
Casas Rurales Los Cortijos,Alcaraz,8.4,Very Good,204,8.2,Studio,1 full bed,206169.0,1718.08,Booking.com
Hotel plaza,Riaza,7.1,Good,366,,Double Room,1 full bed,134023.0,1116.86,Booking.com
Carema Club Resort,Fornells,7.5,Good,235,,Promo One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",145384.0,1211.53,Booking.com
Sol Costa Daurada,Salou,7.9,Good,2203,8.0,Double Room,1 double or 2 twins,141931.0,1182.76,Booking.com
Chijere San Sebastián,San Sebastián de la Gomera,7.9,Good,259,8.0,One-Bedroom Apartment Upper Floor,2 twin beds,179974.0,1499.78,Booking.com
Porcel Alixares,"Granada City Center, Granada",8.3,Very Good,7519,8.7,Double or Twin Room,2 twin beds,262225.0,2185.21,Booking.com
Hotel Matilde by Grupo Matilde,Las Palmas de Gran Canaria,8.8,Excellent,2687,9.1,Superior Family Room,1 double or 2 twins,208749.0,1739.58,Booking.com
Mamboo Hotel Cala Ratjada,Cala Ratjada,9.1,Wonderful,425,9.2,Double or Twin Room with Extra Bed,1 queen bed,221552.0,1846.27,Booking.com
Apartamentos Marina,Naveces,8.1,Very Good,438,8.4,Studio (6 Adults),"3 beds (1 full, 2 sofa beds)",244258.0,2035.48,Booking.com
Hotel Noia,Noya,8.9,Excellent,597,9.2,Standard Double Room,1 full bed,172431.0,1436.92,Booking.com
Hostal Mourelos,O Grove,7.7,Good,525,,Double Room,1 double or 2 twins,92598.0,771.65,Booking.com
Meliá Fuerteventura,Costa Calma,7.9,Good,1377,8.2,Melia Guestroom with Sea View,2 twin beds,328153.0,2734.61,Booking.com
Zoetry Mallorca Wellness & Spa,Llucmajor,8.8,Excellent,217,9.3,Deluxe Room at Ponent Buildings (2 Adults),2 twin beds,829201.0,6910.01,Booking.com
Calpe Sunsea Village,Calpe,7.3,Good,284,,Three-Bedroom Apartment,6 twin beds,197263.0,1643.86,Booking.com
Bungalows Conca De Ter,Vilallonga de Ter,8.3,Very Good,378,8.0,Filandés Bungalow (4 Adults),"2 beds (1 full, 1 bunk bed)",281274.0,2343.95,Booking.com
RS Jardin del Pintor VDE 066,Jacarilla,8.4,Very Good,22,9.2,Apartment,"3 beds (2 twins, 1 full)",121839.0,1015.32,Booking.com
Altamira Camping Park,Queveda,7.6,Good,289,,Two-Bedroom Bungalow (4 Adults),"3 beds (2 twins, 1 full)",221096.0,1842.47,Booking.com
Crown Resorts Club Marbella,La Cala de Mijas,8.1,Very Good,863,8.2,Apartment (1-2 Adults),1 full bed,267431.0,2228.59,Booking.com
Pierre & Vacances Estartit Playa,L'Estartit,8.1,Very Good,3212,8.3,One-Bedroom Apartment (4 Adults),"3 beds (2 twins, 1 sofa bed)",149369.0,1244.74,Booking.com
BALNEARIO DE RETORTILLO,Retortillo,7.5,Good,305,,Double or Twin Room with Balcony,"3 beds (2 twins, 1 queen)",150471.0,1253.92,Booking.com
Apartamentos Colón Playa,Las Palmas de Gran Canaria,8.1,Very Good,1896,8.3,Exterior Studio,2 twin beds,184963.0,1541.36,Booking.com
Apartamentos Igramar MorroJable - Adults Only,Morro del Jable,8.9,Excellent,975,9.0,Apartment with Sea View,"3 beds (2 twins, 1 sofa bed)",351868.0,2932.23,Booking.com
Apartamentos VIDA Corcubión,Corcubión,8.7,Excellent,249,8.8,Two-Bedroom Apartment (5 Adults),"4 beds (2 twins, 1 full, 1 sofa bed)",180565.0,1504.71,Booking.com
A Morada do Cigarron,Verín,8.1,Very Good,817,8.2,Double Room,1 double or 2 twins,95034.0,791.95,Booking.com
Cortijo Del Mar Resort,Estepona,8.8,Excellent,266,9.1,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",439160.0,3659.67,Booking.com
Hostal Mulhacen,Trevélez,7.7,Good,639,,Deluxe King Room,1 king bed,150848.0,1257.07,Booking.com
Hotel Cordoba Center,"Vial Norte, Córdoba",8.9,Excellent,7173,9.2,Twin Room with Extra Bed,3 twin beds,651142.0,5426.18,Booking.com
Portomar Apartments,Portocolom,8.8,Excellent,714,9.2,Apartment with lateral Sea View,"2 beds (1 full, 1 sofa bed)",297973.0,2483.11,Booking.com
Hotel Peñiscola Palace,"Norte Beach, Peniscola",8.7,Excellent,2896,9.1,Twin Room with Sea View,2 twin beds,284639.0,2371.99,Booking.com
Amita Hotel Boutique,Suances,8.5,Very Good,699,8.7,Deluxe Double Room with Spa Bath and Balcony with Sea View,1 queen bed,323628.0,2696.9,Booking.com
Hotel El Guerra,Güéjar-Sierra,8.3,Very Good,852,8.4,Double or Twin Room,2 twin beds,172315.0,1435.96,Booking.com
Camping Urbion,Abejar,8.2,Very Good,93,8.4,Superior Bungalow,"4 beds (2 twins, 2 fulls)",291253.0,2427.11,Booking.com
Hotel Aubí,Sant Antoni de Calonge,8.2,Very Good,1518,8.5,Standard Double Room,1 full bed,152544.0,1271.2,Booking.com
Be Live Experience Costa Palma,"Cala Major, Palma de Mallorca",7.7,Good,1807,8.0,Deluxe Twin Room with Sea View - VIP,2 twin beds,534815.0,4456.79,Booking.com
Sol Port Cambrils Hotel,Cambrils,8.5,Very Good,1666,9.0,Standard Room,1 double or 2 twins,200021.0,1666.84,Booking.com
Hotel y Apartamentos SNÖ Isaba,Isaba,7.7,Good,1123,,Apartment (4 Adults),"3 beds (2 twins, 1 sofa bed)",221167.0,1843.06,Booking.com
Aparthotel Novo Resort,Novo Sancti Petri,9.1,Wonderful,381,9.3,Luxury Two-Bedroom Apartment,"3 beds (2 twins, 1 queen)",628341.0,5236.18,Booking.com
Apartamentos Buga,Posada,8.7,Excellent,132,8.6,Two-Bedroom Duplex Apartment,"3 beds (2 twins, 1 full)",284059.0,2367.16,Booking.com
Hotel Playa San Cristóbal,Almuñécar,7.8,Good,1199,8.1,Standard Double Room,2 twin beds,159551.0,1329.59,Booking.com
Finca Floretta,Canillas de Albaida,9.4,Wonderful,7,10.0,Villa,"11 beds (9 twins, 2 bunk beds)",614069.0,5117.24,Booking.com
Hotel Bell Repos,Platja d'Aro,8.1,Very Good,1114,8.3,Double or Twin Room with Garden View,1 double or 2 twins,226156.0,1884.63,Booking.com
Hotel Mesón Kubano B&B,Sant Mateu,8.1,Very Good,446,8.1,Basic Triple Room,"2 beds (1 twin, 1 full)",187632.0,1563.6,Booking.com
Hotel La Caminera Club de Campo,Torrenueva,9.2,Wonderful,320,9.8,Classic Double Room with Spa Access,1 king bed,476332.0,3969.43,Booking.com
Ona Los Claveles,Los Cristianos,8.5,Very Good,1360,8.7,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",175615.0,1463.46,Booking.com
Hotel Mediterraneo,"Rincon de Loix, Benidorm",8.5,Very Good,1590,8.8,Double or Twin Room,2 twin beds,264377.0,2203.14,Booking.com
Conjunto Hotelero La Pasera,Soto de Cangas,7.8,Good,1709,,Double or Twin Room,1 double or 2 twins,143306.0,1194.22,Booking.com
Catalonia Atenas,"Sant Martí, Barcelona",8.1,Very Good,5764,8.5,Double or Twin Room,1 double or 2 twins,590629.0,4921.91,Booking.com
Blau Colònia Sant Jordi,Colònia de Sant Jordi,8.2,Very Good,273,8.7,Superior Double or Twin Room,2 twin beds,399534.0,3329.45,Booking.com
Cortijo Sabila,Villanueva del Rosario,8.8,Excellent,264,9.1,Superior Suite with Mountain View,1 queen bed,365517.0,3045.98,Booking.com
El Bulín de Piñuecar,Piñuécar,8.2,Very Good,328,8.1,One-Bedroom House,1 full bed,228808.0,1906.73,Booking.com
Hotel Alfar,Isla,7.7,Good,1787,,Two-Bedroom Apartment (4 Adults + 2 Children),"4 beds (2 twins, 1 full, 1 sofa bed)",250988.0,2091.57,Booking.com
Hotel Helios Lloret,"Lloret Town Center, Lloret de Mar",8.7,Excellent,1949,9.2,Double or Twin Room,2 twin beds,130078.0,1083.98,Booking.com
Don Pedro,Avilés,8.6,Excellent,526,8.9,Double Room,"3 beds (2 twins, 1 full)",178697.0,1489.14,Booking.com
Apartamentos El Prado,Valbona,9.1,Wonderful,168,9.1,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",264565.0,2204.71,Booking.com
LACASA Apartments Cotillo,El Cotillo,9.2,Wonderful,9,9.4,One Bedroom Superior Apartment,"3 beds (2 twins, 1 sofa bed)",213358.0,1777.98,Booking.com
Veramar,Fuengirola,8.2,Very Good,1202,8.3,Studio (2 Adults),2 twin beds,221347.0,1844.56,Booking.com
BlueBay Banús,"Puerto Banus, Marbella",7.3,Good,2116,,Family Room,"3 beds (2 twins, 1 full)",583297.0,4860.81,Booking.com
Apartment Escor,Segur de Calafell,7.1,Good,597,,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",147253.0,1227.11,Booking.com
Apartamentos Andrea,Calera,8.2,Very Good,40,8.1,Studio Apartment with Sea View,2 twin beds,153517.0,1279.31,Booking.com
Hostal HPC Porto Colom,Portocolom,7.6,Good,382,8.0,Twin Room with Balcony,2 twin beds,206256.0,1718.8,Booking.com
Carema Beach Menorca,Cala en Bosc,8.2,Very Good,917,8.5,Select Apartment,"3 beds (2 twins, 1 sofa bed)",240099.0,2000.82,Booking.com
Hotel Abades Benacazon,Benacazón,7.7,Good,2487,,Twin Room with Terrace,2 twin beds,231183.0,1926.52,Booking.com
Apartamentos Rurales Azabal,Azabal,8.0,Very Good,200,8.1,One-Bedroom Apartment,1 full bed,161292.0,1344.1,Booking.com
Sumus Hotel Monteplaya & SPA 4Sup - Adults Only,"Malgrat de Mar Beach, Malgrat de Mar",8.5,Very Good,934,9.0,Standard Double Room,1 double or 2 twins,180851.0,1507.09,Booking.com
Sumus Hotel Monteplaya & SPA 4Sup - Adults Only,"Malgrat de Mar Beach, Malgrat de Mar",8.5,Very Good,934,9.0,Standard Double Room,1 double or 2 twins,180851.0,1507.09,Booking.com
Hostal Sorbas,Sorbas,7.3,Good,460,,Standard Double or Twin Room,1 double or 2 twins,138896.0,1157.47,Booking.com
Càmping Bellsol,"Pineda de Mar Beach, Pineda de Mar",8.5,Very Good,749,8.6,Bungalow,1 full bed,134893.0,1124.11,Booking.com
Barceló Marbella,"San Pedro de Alcantara, Marbella",8.1,Very Good,1438,8.7,Superior Double or Twin Room with Golf View,Multiple bed types,447259.0,3727.16,Booking.com
Cortijo Del Mar Resort,Estepona,8.8,Excellent,266,9.1,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",439160.0,3659.67,Booking.com
Hostal La Fosca,Palamós,7.4,Good,1553,,Double Room,2 twin beds,200164.0,1668.03,Booking.com
AxelBeach Ibiza Suites Apartments Spa and Beach Club - Adults Only,San Antonio Bay,8.5,Very Good,1289,8.7,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",341393.0,2844.94,Booking.com
Apartamentos Varadero On the beach,Cala del Moral,8.3,Very Good,147,8.6,Duplex Apartment with Patio,1 queen bed,222513.0,1854.28,Booking.com
Hotel y Apartamentos Penarronda Playa,Castropol,9.1,Wonderful,680,9.1,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",235555.0,1962.96,Booking.com
Fuente del Lobo Glamping & Bungalows - Adults Only,Pinos Genil,7.8,Good,618,8.1,One-Bedroom Bungalow,1 queen bed,282765.0,2356.38,Booking.com
Ona Los Claveles,Los Cristianos,8.5,Very Good,1360,8.7,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",175615.0,1463.46,Booking.com
Hotel RH Portocristo & Wellness,"Norte Beach, Peniscola",8.5,Very Good,1917,8.7,Double Room with Side Sea View and Terrace,1 double or 2 twins,270559.0,2254.66,Booking.com
Hotel Termes Montbrió,Montbrió del Camp,7.8,Good,1001,8.2,Double or Twin Room with Balcony,1 double or 2 twins,259697.0,2164.14,Booking.com
Hotel Restaurante La Cañada,Fuencaliente de Lucio,8.1,Very Good,143,8.4,Double or Twin Room,1 full bed,136460.0,1137.17,Booking.com
Hotel Mercado by gaiarooms,"Salamanca City Centre, Salamanca",7.6,Good,1617,,Double or Twin Room,1 double or 2 twins,163253.0,1360.44,Booking.com
Rosamar & Spa 4*s,Lloret de Mar,8.0,Very Good,1911,8.2,Double or Twin Room with Extra Bed (2 Adults + 1 Child),"3 beds (2 twins, 1 sofa bed)",208055.0,1733.79,Booking.com
Apartamentos Ubaga,Ezcaray,7.9,Good,631,8.0,Penthouse Apartment,"2 beds (1 full, 1 sofa bed)",207126.0,1726.05,Booking.com
Alua Tenerife,Puerto de la Cruz,8.2,Very Good,1769,8.9,Double Room with Pool View ( 2 adults ),2 twin beds,218266.0,1818.88,Booking.com
Iberik Rocallaura Balneari,Vallbona de les Monges,7.9,Good,886,8.6,Triple Room (2 Adults + 1 Child),3 twin beds,236542.0,1971.18,Booking.com
Plaza Alaquas,Alaquas,8.0,Very Good,1529,8.3,Standard Double or Twin Room,1 double or 2 twins,261084.0,2175.7,Booking.com
La Zenia,"La Zenia, Playas de Orihuela",8.4,Very Good,174,8.2,Apartment with Garden View,"4 beds (3 twins, 1 queen)",273267.0,2277.22,Booking.com
Apartamentos Fayna,Playa del Ingles,7.5,Good,1294,,Apartment with Balcony,"3 beds (2 twins, 1 sofa bed)",264512.0,2204.27,Booking.com
Sos Ferres D'en Morey,Manacor,9.4,Wonderful,121,9.4,King Suite with Spa Bath,"4 beds (2 twins, 1 king, 1 sofa bed)",621379.0,5178.16,Booking.com
Prestige Sant Marc,"Santa Margarida, Roses",8.0,Very Good,1762,8.4,Double or Twin Room with View,1 double or 2 twins,170725.0,1422.71,Booking.com
Atzavara Hotel & Spa,"Santa Susanna Beach, Santa Susanna",8.8,Excellent,489,9.4,Design Doble,1 double or 2 twins,286022.0,2383.52,Booking.com
Hotel Oasis,"City Center, Conil de la Frontera",7.9,Good,1028,8.1,Double or Twin Room,1 double or 2 twins,133559.0,1112.99,Booking.com
Silken Coliseum,"Santander City Centre, Santander",8.4,Very Good,4008,8.8,Standard Double or Twin Room,1 double or 2 twins,273848.0,2282.07,Booking.com
eó Corona Cedral,Puerto Rico de Gran Canaria,8.2,Very Good,678,8.5,Studio (2 Adults),"3 beds (2 twins, 1 sofa bed)",161022.0,1341.85,Booking.com
"Hotel Faro, a Lopesan Collection Hotel - Adults Only",Maspalomas,9.1,Wonderful,1062,9.6,Deluxe Double Room with Partial Sea View,1 king bed,941224.0,7843.53,Booking.com
Ona Los Claveles,Los Cristianos,8.5,Very Good,1360,8.7,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",175615.0,1463.46,Booking.com
Valentin Park Club,Paguera,8.6,Excellent,713,8.7,Double or Twin Room with Pool View (2 Adults),2 twin beds,341811.0,2848.42,Booking.com
Barceló Isla Canela,Isla Canela,8.4,Very Good,1312,8.7,Double Room with Terrace and Pool View,2 twin beds,285572.0,2379.77,Booking.com
Hotel Ayamonte Center,Ayamonte,7.8,Good,790,8.0,Twin Room,2 twin beds,160096.0,1334.13,Booking.com
Hotel Spa Villalba,Vilaflor,8.7,Excellent,781,9.1,Suite with Spa Bath,"2 beds (1 king, 1 sofa bed)",616505.0,5137.54,Booking.com
Complejo Turístico Marina Rey,Vera,8.0,Very Good,220,,Two-Bedroom Apartment with Terrace,"4 beds (2 twins, 1 sofa bed, 1 queen)",182236.0,1518.63,Booking.com
El Bulín de Piñuecar,Piñuécar,8.2,Very Good,328,8.1,One-Bedroom House,1 full bed,228808.0,1906.73,Booking.com
Apartamentos Rurales La Vera,Jarandilla de la Vera,8.9,Excellent,211,8.9,One-Bedroom Apartment,1 full bed,176957.0,1474.64,Booking.com
Hospes Palacio de Arenales & Spa,Cáceres,9.0,Wonderful,2465,9.4,Deluxe Double Room with Spa Access,1 double or 2 twins,513812.0,4281.77,Booking.com
Hotel El Águila,Utebo,7.7,Good,706,8.2,Twin Room,2 twin beds,167093.0,1392.44,Booking.com
Hotel ROC Illetas & SPA,Illetas,8.3,Very Good,1408,8.5,Double Room with Frontal Sea View,2 twin beds,1016314.0,8469.28,Booking.com
Globales Verdemar,Santa Ponsa,7.9,Good,868,8.2,One-Bedroom Apartment with Sea View (4 Adults),"4 beds (2 twins, 2 sofa beds)",314258.0,2618.82,Booking.com
ALEGRIA Maripins,"Malgrat de Mar Beach, Malgrat de Mar",7.8,Good,1565,8.3,Double or Twin Room,1 double or 2 twins,143654.0,1197.12,Booking.com
Hotel Ilunion Bilbao,"Ensanche, Bilbao",8.3,Very Good,11071,8.7,Double Room,2 twin beds,275202.0,2293.35,Booking.com
Sol Pelicanos Ocas,Benidorm,7.5,Good,2304,8.0,Family Room,2 twin beds,317826.0,2648.55,Booking.com
Hotel Monterrey Roses by Pierre & Vacances,"Santa Margarida, Roses",7.7,Good,2445,8.3,Twin Room,2 twin beds,144188.0,1201.57,Booking.com
Pierre & Vacances Villa Romana,Tossa de Mar,7.5,Good,1022,,One Bedroom Apartment Ocean View,"3 beds (2 twins, 1 sofa bed)",200077.0,1667.31,Booking.com
Apartamentos Florazar II Ajhory,Cullera,7.5,Good,1745,,Two-Bedroom Apartment with Sea View (4-6 Adults),"6 beds (4 twins, 2 sofa beds)",213880.0,1782.33,Booking.com
Hotel Gastronómico Boa Vista,Viveiro,8.3,Very Good,807,8.7,Double or Twin Room,1 double or 2 twins,183339.0,1527.82,Booking.com
"Asia Gardens Hotel & Thai Spa, a Royal Hideaway Hotel",Finestrat,9.0,Wonderful,1547,9.4,Superior Deluxe Double or Twin Room (2 Adults),Multiple bed types,1116277.0,9302.31,Booking.com
Ave del Mar,Camariñas,8.0,Very Good,358,8.4,Twin Room,2 twin beds,121839.0,1015.32,Booking.com
Hotel Brismar,Port d'Andratx,7.7,Good,416,8.1,Double or Twin Room with Balcony,1 double or 2 twins,340279.0,2835.66,Booking.com
