hotel_name,location,rating,review_score,num_reviews,room_score,room_type,bed_type,price_bdt,price_eur,source
CMG - Notre Dame de Paris,"5th arr., Paris",7.7,Good,17,8.4,Two-Bedroom Apartment,"6 beds (3 twins, 1 full, 2 sofa beds)",1111693.0,9264.11,Booking.com
CMG - Montorgeuil / Centre de Paris,"2nd arr., Paris",7.0,Good,15,,Studio,1 queen bed,486901.0,4057.51,Booking.com
CMG Gambey / Paris 11ème,"11th arr., Paris",5.6,Review score,5,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",469100.0,3909.17,Booking.com
CMG Delta / Montmartre,"9th arr., Paris",6.3,Review score,15,,Two-Bedroom Apartment,2 full beds,842167.0,7018.06,Booking.com
GuestReady - Modern 1-Bedroom Apartment Champs-Élysées,"8th arr., Paris",6.3,Review score,3,8.3,Apartment,"2 beds (1 sofa bed, 1 queen)",907016.0,7558.47,Booking.com
CMG - Suite Deluxe Tour Eiffel 54,"16th arr., Paris",6.9,Review score,17,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",689399.0,5744.99,Booking.com
CMG rue de Bretagne 2,"3rd arr., Paris",5.9,Review score,13,,Studio,1 sofa bed,367903.0,3065.86,Booking.com
HSH Magnifique Appartement Marais Arts&Métiers,"3rd arr., Paris",6.5,Review score,51,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",481421.0,4011.84,Booking.com
Greeter-Bel appartement Parisien de 70m2 - St Lazare,"8th arr., Paris",9.7,Exceptional,3,10.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1120687.0,9339.06,Booking.com
CMG Cherche Midi - Sèvres,"6th arr., Paris",6.9,Review score,27,,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",1156306.0,9635.88,Booking.com
Club246 Paris Saint Martin,"3rd arr., Paris",4.3,Review score,53,,Quadruple Room,2 full beds,517816.0,4315.13,Booking.com
Mb property,"15th arr., Paris",8.0,Very Good,4,8.1,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",572063.0,4767.19,Booking.com
CMG Residence Buttes Chaumont - Botzaris,"19th arr., Paris",5.4,Review score,90,,Studio,1 sofa bed,293176.0,2443.13,Booking.com
Stella Yardena,"17th arr., Paris",9.0,Wonderful,,,Apartment,"2 beds (1 sofa bed, 1 queen)",731034.0,6091.95,Booking.com
Les Residences - République,"3rd arr., Paris",6.9,Review score,84,,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",888380.0,7403.17,Booking.com
Love Nest in Saint-Michel,"6th arr., Paris",6.7,Review score,3,8.3,Deluxe Apartment,1 queen bed,974712.0,8122.6,Booking.com
CMG - Suite Premium Tour Eiffel - 71,"16th arr., Paris",6.4,Review score,69,,Superior Double Room,1 queen bed,597950.0,4982.92,Booking.com
Résidence Bonne Nouvelle,"2nd arr., Paris",5.8,Review score,4,,Appartment-1,"2 beds (1 sofa bed, 1 queen)",872367.0,7269.72,Booking.com
Boutique Hotel de la Place des Vosges,"4th arr., Paris",8.5,Very Good,148,8.9,Double Room,1 full bed,1094663.0,9122.19,Booking.com
Montparnasse Alésia,"14th arr., Paris",8.1,Very Good,2016,8.5,Standard Single Room,,1023448.0,8528.73,Booking.com
Oops! Latin quarter by Hiphophostels,"13th arr., Paris",7.3,Good,2262,,Bed in 2-Bed Mixed Dormitory Room,,319798.0,2664.98,Booking.com
Hipotel Paris Père-Lachaise République,"11th arr., Paris",5.1,Review score,1924,,Single Room,,413788.0,3448.23,Booking.com
Modern Hotel,"11th arr., Paris",6.5,Review score,1763,,Single Room,,574326.0,4786.05,Booking.com
Villa Montparnasse,"14th arr., Paris",7.7,Good,788,8.2,Single Room,,1090452.0,9087.1,Booking.com
Strand Hotel,"Bencoolen, Singapore",7.7,Good,1924,8.1,Deluxe Double Room,1 queen bed,329267.0,2743.89,Booking.com
Kranji Sanctuary Resort,Singapore,8.0,Very Good,,,Standard Double Room,1 queen bed,323267.0,2693.89,Booking.com
Republic of Singapore Yacht Club,"Queenstown, Singapore",6.5,Review score,2,,Superior Double or Twin Room,Multiple bed types,320083.0,2667.36,Booking.com
Grand Copthorne Waterfront,"Robertson Quay, Singapore",7.3,Good,1855,,Grand Deluxe King ( Newly Renovated Room),1 full bed,457830.0,3815.25,Booking.com
Studio M Hotel,"Robertson Quay, Singapore",6.9,Review score,741,,Premier Loft,1 queen bed,364592.0,3038.27,Booking.com
AM Hotel,"East Coast, Singapore",6.5,Review score,1128,,Standard Double or Twin Room,1 double or 2 twins,178377.0,1486.48,Booking.com
Rendezvous Hotel Singapore by Far East Hospitality,"Bencoolen, Singapore",8.5,Very Good,94,9.0,Deluxe Double or Twin Room,1 double or 2 twins,477257.0,3977.14,Booking.com
M Hotel Singapore City Centre,"Shenton Way, Singapore",7.9,Good,364,8.5,Deluxe Twin Room with Free Wifi,2 twin beds,427175.0,3559.79,Booking.com
Arena eSports Hotel @ Bugis Village,"Bugis, Singapore",7.1,Good,49,,Queen Room with Shared Bathroom,1 queen bed,209707.0,1747.56,Booking.com
"Holiday Inn Express Singapore Serangoon, an IHG Hotel","Lavender, Singapore",8.2,Very Good,542,8.6,Standard Room,1 double or 2 twins,348169.0,2901.41,Booking.com
Hotel 81 Premier Princess,"Geylang, Singapore",8.1,Very Good,863,8.3,Deluxe Queen Room,1 full bed,213790.0,1781.58,Booking.com
M Social Singapore,"Robertson Quay, Singapore",7.5,Good,2762,8.1,Alcove Cozy Queen,1 queen bed,343651.0,2863.76,Booking.com
"Holiday Inn Express Singapore Katong, an IHG Hotel","Katong, Singapore",8.4,Very Good,19,9.0,Standard Room,1 double or 2 twins,298219.0,2485.16,Booking.com
Value Hotel Balestier,"Novena, Singapore",6.6,Review score,598,,Standard Double Room,1 queen bed,173873.0,1448.94,Booking.com
lyf one-north Singapore,"Queenstown, Singapore",8.4,Very Good,578,8.7,Studio,1 queen bed,294285.0,2452.38,Booking.com
Orchard Hotel Singapore,"Orchard, Singapore",7.6,Good,1553,8.2,Premier King Room,Multiple bed types,503851.0,4198.76,Booking.com
"Holiday Inn Singapore Little India, an IHG Hotel","Farrer Park, Singapore",8.3,Very Good,882,8.6,2 Twin Beds High Floor - Smoking,2 twin beds,376259.0,3135.49,Booking.com
"Holiday Inn Singapore Orchard City Centre, an IHG Hotel","Orchard, Singapore",8.0,Very Good,759,8.3,Premium King Room,1 king bed,717399.0,5978.32,Booking.com
Ibis Singapore Novena,"Novena, Singapore",7.3,Good,401,,Standard Queen Room,1 queen bed,252117.0,2100.98,Booking.com
Momentus Hotel Alexandra,"Bukit Merah, Singapore",7.5,Good,12,9.2,Deluxe Queen Room,1 queen bed,415948.0,3466.23,Booking.com
Mercure Singapore On Stevens,"Orchard, Singapore",7.5,Good,920,8.2,Superior Double Room,1 full bed,385214.0,3210.12,Booking.com
Oasia Resort Sentosa by Far East Hospitality,"Sentosa Island, Singapore",8.5,Very Good,376,9.0,Junior Suite,1 king bed,836275.0,6968.96,Booking.com
Robertson Quay Hotel,"Robertson Quay, Singapore",5.5,Review score,1639,,Standard Double Room,1 queen bed,250731.0,2089.43,Booking.com
Hotel Telegraph,"Marina Bay, Singapore",8.8,Excellent,96,9.1,Cozy Room,1 king bed,711985.0,5933.21,Booking.com
The Outpost Hotel Sentosa by Far East Hospitality,"Sentosa Island, Singapore",8.3,Very Good,657,9.1,Deluxe Room Sea View,1 full bed,743834.0,6198.62,Booking.com
Quincy Hotel Singapore by Far East Hospitality,"Orchard, Singapore",8.7,Excellent,677,9.0,Deluxe Room,1 king bed,582598.0,4854.98,Booking.com
Orchard Rendezvous Hotel by Far East Hospitality,"Orchard, Singapore",8.0,Very Good,1153,8.5,Club Double or Twin Room,1 double or 2 twins,631327.0,5261.06,Booking.com
Pan Pacific Singapore,"Marina Bay, Singapore",8.4,Very Good,1549,8.9,Deluxe Panoramic King or Twin Room,Multiple bed types,779823.0,6498.52,Booking.com
Fraser Place Robertson Walk Singapore,"Robertson Quay, Singapore",8.8,Excellent,261,9.3,One Bedroom Apartment Deluxe,1 queen bed,635388.0,5294.9,Booking.com
Hotel 81 Premier Star,"Geylang, Singapore",7.2,Good,1076,,Twin Room,2 twin beds,170154.0,1417.95,Booking.com
Amara Singapore,"Shenton Way, Singapore",6.9,Review score,1110,,Executive Room,1 double or 2 twins,423990.0,3533.25,Booking.com
voco Orchard Singapore,"Orchard, Singapore",8.0,Very Good,289,8.4,Deluxe Room,1 king bed,581244.0,4843.7,Booking.com
YOTEL Singapore Orchard Road,"Orchard, Singapore",8.0,Very Good,4117,8.3,Premium Queen Room,1 queen bed,364374.0,3036.45,Booking.com
"Holiday Inn Express Singapore Clarke Quay, an IHG Hotel","Clarke Quay, Singapore",8.2,Very Good,1903,8.6,Standard Twin Room,2 twin beds,411253.0,3427.11,Booking.com
Ibis Singapore on Bencoolen,"Bencoolen, Singapore",7.8,Good,1195,8.2,Standard Twin Room,2 twin beds,356792.0,2973.27,Booking.com
"Holiday Inn Singapore Atrium, an IHG Hotel","Robertson Quay, Singapore",7.7,Good,253,8.1,Standard Queen Room - Lounge Access,1 queen bed,538248.0,4485.4,Booking.com
lyf Farrer Park Singapore,"Lavender, Singapore",8.5,Very Good,1128,8.8,One of a Kind,1 queen bed,433943.0,3616.19,Booking.com
Value Hotel Nice,"Novena, Singapore",6.7,Review score,429,,Standard Queen Room ( No Windows ),1 full bed,174549.0,1454.58,Booking.com
Classique Hotel,"Lavender, Singapore",7.1,Good,396,,Standard Queen Room - no window,1 full bed,211133.0,1759.44,Booking.com
The St Regis Singapore,"Orchard, Singapore",8.7,Excellent,579,9.3,Grand Deluxe King Room,1 king bed,945119.0,7875.99,Booking.com
K Hotel Aliwal (Premier),"Kampong Glam, Singapore",4.8,Review score,435,,Standard Twin Room with Shared Bathroom,1 bunk bed,143970.0,1199.75,Booking.com
Sheraton Towers Singapore Hotel,"Orchard, Singapore",8.1,Very Good,292,8.8,Twin Room,2 twin beds,564444.0,4703.7,Booking.com
Fraser Residence Orchard Singapore,"Orchard, Singapore",9.1,Wonderful,170,9.4,Studio Deluxe King,1 king bed,650866.0,5423.88,Booking.com
Novotel Singapore On Stevens,"Orchard, Singapore",7.3,Good,328,8.1,Superior Double Room,1 full bed,469614.0,3913.45,Booking.com
"InterContinental Singapore Robertson Quay, an IHG Hotel","Robertson Quay, Singapore",8.3,Very Good,253,9.0,1 King Bed Classic Top Floor,1 king bed,703172.0,5859.77,Booking.com
Fragrance Hotel - Classic,"Novena, Singapore",7.1,Good,291,,Standard Double Room,1 full bed,158454.0,1320.45,Booking.com
Genting Hotel Jurong,"Jurong East, Singapore",7.5,Good,563,8.1,Deluxe Double or Twin Room,Multiple bed types,344686.0,2872.38,Booking.com
Citadines Mount Sophia Singapore,"Selegie, Singapore",7.9,Good,201,8.1,Studio,1 queen bed,412166.0,3434.72,Booking.com
Days Hotel by Wyndham Singapore at Zhongshan Park,"Novena, Singapore",8.2,Very Good,1593,8.6,Superior Queen Room - Non-Smoking,1 queen bed,368652.0,3072.1,Booking.com
Peninsula Excelsior Hotel,"City Hall, Singapore",7.6,Good,1000,,Premier Double or Twin Room,Multiple bed types,520996.0,4341.63,Booking.com
Singapore Marriott Tang Plaza Hotel,"Orchard, Singapore",8.1,Very Good,102,8.8,"Premier Deluxe Twin, Guest room, 2 Single Beds",2 twin beds,776320.0,6469.33,Booking.com
Ramada by Wyndham Singapore at Zhongshan Park,"Novena, Singapore",8.0,Very Good,2518,8.5,King Room with Park View - Non-Smoking,1 king bed,450664.0,3755.53,Booking.com
Hmlet Cantonment,"Bukit Merah, Singapore",8.2,Very Good,656,8.3,The Small Room,1 queen bed,407231.0,3393.59,Booking.com
Village Hotel Changi by Far East Hospitality,"Changi, Singapore",8.0,Very Good,85,8.5,Deluxe Double or Twin Room,Multiple bed types,333523.0,2779.36,Booking.com
Vibe Hotel Singapore Orchard,"Orchard, Singapore",8.3,Very Good,591,8.7,Premier Double or Twin Room,1 king bed,516671.0,4305.59,Booking.com
Furama RiverFront,"Robertson Quay, Singapore",6.9,Review score,762,,Superior Double or Twin Room,Multiple bed types,323155.0,2692.96,Booking.com
Ibis Styles Singapore On Macpherson,Singapore,6.4,Review score,1020,,Standard Queen Room with Pool View,1 queen bed,249887.0,2082.39,Booking.com
Mercure Singapore Tyrwhitt,"Lavender, Singapore",7.6,Good,615,8.1,Classic Double Room with Balcony,1 full bed,383657.0,3197.14,Booking.com
Hotel G Singapore,"Bencoolen, Singapore",7.9,Good,2112,8.4,Good Room King,1 king bed,308509.0,2570.91,Booking.com
W Singapore - Sentosa Cove,"Sentosa Island, Singapore",8.5,Very Good,1148,9.1,Fabulous King,1 king bed,916774.0,7639.78,Booking.com
Grand Mercure Singapore Roxy,"Katong, Singapore",7.9,Good,1185,8.2,Superior Double Room,1 king bed,380198.0,3168.32,Booking.com
Citadines Rochor,"Little India, Singapore",8.4,Very Good,867,8.8,Studio Executive,1 queen bed,448275.0,3735.62,Booking.com
Harbour Ville Hotel,"Bukit Merah, Singapore",6.4,Review score,201,,Premier Queen Room (Newly Renovated),1 full bed,262754.0,2189.62,Booking.com
Owen House by Hmlet,"Farrer Park, Singapore",7.1,Good,27,,Studio,1 queen bed,394491.0,3287.42,Booking.com
Fraser Suites Singapore,"River Valley, Singapore",8.5,Very Good,207,8.9,Premier One-Bedroom Apartment,1 king bed,703863.0,5865.52,Booking.com
JW Marriott Hotel Singapore South Beach,"City Hall, Singapore",8.4,Very Good,265,8.9,Premier Guest Room with Marina Bay View,1 king bed,1003164.0,8359.7,Booking.com
L Hotel at Broadway,"Farrer Park, Singapore",5.5,Review score,220,,Deluxe Twin Room,2 twin beds,220257.0,1835.48,Booking.com
K Hotel 1515,"Geylang, Singapore",5.2,Review score,325,,Superior Double Room,1 queen bed,179111.0,1492.59,Booking.com
Royal Plaza on Scotts,"Orchard, Singapore",7.6,Good,755,8.3,Premier King Room,1 king bed,631247.0,5260.39,Booking.com
Pullman Singapore Orchard,"Orchard, Singapore",8.2,Very Good,36,8.5,Superior King Room,1 king bed,693353.0,5777.94,Booking.com
Paradox Singapore Merchant Court at Clarke Quay,"Clarke Quay, Singapore",8.3,Very Good,2443,8.8,Luxe King,1 king bed,621056.0,5175.47,Booking.com
Citadines Raffles Place Singapore,"Shenton Way, Singapore",8.7,Excellent,466,9.0,Studio Deluxe,1 queen bed,601946.0,5016.22,Booking.com
Dusit Thani Laguna Singapore,Singapore,8.4,Very Good,1413,9.1,Deluxe Laguna Pool View King,1 king bed,621693.0,5180.77,Booking.com
YOTELAIR Singapore Changi Airport Landside,"Changi, Singapore",7.6,Good,4077,8.1,Premium Queen Cabin,1 queen bed,364002.0,3033.35,Booking.com
"Maxwell Reserve Singapore, Autograph Collection","Chinatown, Singapore",7.4,Good,16,,"Le Colonial Room, Guest Room, 1 King",1 king bed,542707.0,4522.56,Booking.com
"Duxton Reserve Singapore, Autograph Collection","Chinatown, Singapore",7.7,Good,72,8.1,"Opium Club Suite, Club Lounge Access, 1 King, City View",1 king bed,1007703.0,8397.52,Booking.com
Courtyard by Marriott Singapore Novena,"Novena, Singapore",7.8,Good,90,8.8,Guest Room Twin with Cityscape View,2 twin beds,589710.0,4914.25,Booking.com
Mercure Singapore Bugis,"Victoria, Singapore",7.3,Good,6,8.3,Signature Twin Room,2 twin beds,419451.0,3495.42,Booking.com
"Hotel Indigo Singapore Katong, an IHG Hotel","Katong, Singapore",9.0,Wonderful,314,9.5,1 King Standard Heritage View,1 queen bed,541107.0,4509.23,Booking.com
Villa Samadhi Singapore by Samadhi - Adults Only,"Bukit Merah, Singapore",8.1,Very Good,162,8.7,Crib,1 king bed,586237.0,4885.31,Booking.com
The Vagabond Club A Tribute Portfolio Hotel Singapore,"Jalan Besar, Singapore",8.1,Very Good,46,9.3,"Courtyard Club Room, Club Lounge Access, Guest Room, 1 King",1 king bed,775125.0,6459.38,Booking.com
Aqueen Hotel Paya Lebar,"Geylang, Singapore",7.9,Good,1269,8.3,Superior Room,1 double or 2 twins,244433.0,2036.94,Booking.com
The Westin Singapore,"Marina Bay, Singapore",8.5,Very Good,140,9.1,Deluxe King Room,1 king bed,867886.0,7232.38,Booking.com
Hotel Soloha at Chinatown,"Chinatown, Singapore",7.4,Good,458,,Standard Double No Window,1 queen bed,277039.0,2308.66,Booking.com
Carlton City Hotel Singapore,"Chinatown, Singapore",8.5,Very Good,1220,9.0,Executive King or Twin Room,Multiple bed types,698033.0,5816.94,Booking.com
Dorsett Singapore,"Chinatown, Singapore",7.4,Good,1079,,Splash Room,1 king bed,407225.0,3393.54,Booking.com
"PARKROYAL COLLECTION Pickering, Singapore","Chinatown, Singapore",8.7,Excellent,2761,9.3,Long Stay Offer - Urban Deluxe King or Twin,Multiple bed types,809045.0,6742.04,Booking.com
"Capri by Fraser Changi City, Singapore","Changi, Singapore",8.2,Very Good,828,8.8,Studio Deluxe,1 king bed,522365.0,4353.04,Booking.com
Village Hotel Katong by Far East Hospitality,"Katong, Singapore",8.3,Very Good,1172,8.8,Peranakan Club,1 king bed,565798.0,4714.98,Booking.com
Park Regis Singapore,"Clarke Quay, Singapore",7.7,Good,1737,8.2,Standard Double Room,1 queen bed,473993.0,3949.94,Booking.com
PARKROYAL Serviced Suites Singapore,"Bugis, Singapore",8.3,Very Good,29,8.4,Premium One-Bedroom Apartment,1 full bed,755697.0,6297.48,Booking.com
"The Ritz-Carlton, Millenia Singapore","Marina Bay, Singapore",9.0,Wonderful,1107,9.4,Deluxe Kallang Guest room with 1 King Bed,1 king bed,1084459.0,9037.16,Booking.com
"Crowne Plaza Changi Airport, an IHG Hotel","Changi, Singapore",8.6,Excellent,2106,9.2,1 King Bed Standard Jewel Wing,1 king bed,528600.0,4405.0,Booking.com
"PARKROYAL on Kitchener Road, Singapore","Lavender, Singapore",7.7,Good,489,8.3,Family Room (4 Adults),"3 beds (2 twins, 1 king)",1114556.0,9287.97,Booking.com
"PARKROYAL on Beach Road, Singapore","Bugis, Singapore",8.4,Very Good,1137,9.0,PARKROYAL Club Premier Double or Twin Room,Multiple bed types,814538.0,6787.82,Booking.com
"The Serangoon House, Singapore, a Tribute Portfolio Hotel","Farrer Park, Singapore",7.3,Good,6,8.8,Royal Deluxe Room,2 queen beds,457830.0,3815.25,Booking.com
"InterContinental Singapore, an IHG Hotel","Bugis, Singapore",8.4,Very Good,830,9.0,Classic Room,1 double or 2 twins,808567.0,6738.06,Booking.com
The Scarlet Singapore,"Chinatown, Singapore",8.3,Very Good,917,8.7,Suite,1 queen bed,909608.0,7580.07,Booking.com
Grand Park City Hall,"City Hall, Singapore",7.8,Good,719,8.5,Deluxe Double or Twin Room with Weekly Housekeeping,"3 beds (2 twins, 1 king)",523677.0,4363.98,Booking.com
"PARKROYAL COLLECTION Marina Bay, Singapore","Marina Bay, Singapore",8.5,Very Good,3072,9.0,Signature Marina Bay King or Twin,Multiple bed types,979357.0,8161.31,Booking.com
RedDoorz at Geylang,"Geylang, Singapore",6.6,Review score,188,,Twin Room,2 twin beds,164777.0,1373.14,Booking.com
JJH Serviced Apartments near Serangoon MRT,Singapore,7.0,Good,40,,One-Bedroom Apartment,1 queen bed,370245.0,3085.38,Booking.com
Link Hotel Singapore,"Tiong Bahru, Singapore",6.8,Review score,75,,Deluxe Double or Twin Room,1 double or 2 twins,297309.0,2477.57,Booking.com
New Cape Inn,"Tiong Bahru, Singapore",6.8,Review score,348,,Standard King Room,1 king bed,269201.0,2243.34,Booking.com
Ariva on Shan Serviced Residences,"Novena, Singapore",8.3,Very Good,102,8.5,One-Bedroom Apartment,1 queen bed,386488.0,3220.73,Booking.com
Hotel Calmo Chinatown,"Chinatown, Singapore",5.6,Review score,446,,Superior Double Room,1 queen bed,275700.0,2297.5,Booking.com
Victoria Hotel a NuVe Group Collection,"Victoria, Singapore",6.8,Review score,186,,Superior King Room,1 queen bed,290344.0,2419.53,Booking.com
Lion Peak Hotel Hamilton,"Lavender, Singapore",6.7,Review score,35,,Double or Twin Room,Multiple bed types,307622.0,2563.52,Booking.com
Hotel Clover The Arts,"Boat Quay, Singapore",6.8,Review score,558,,Executive Queen Room,1 queen bed,275003.0,2291.69,Booking.com
Nostalgia Hotel,"Tiong Bahru, Singapore",7.7,Good,253,8.0,Superior Double Room (No Window),1 full bed,257181.0,2143.18,Booking.com
Heritage Collection on Chinatown - A Digital Hotel,"Chinatown, Singapore",8.8,Excellent,294,9.1,Studio (No Windows),1 full bed,295554.0,2462.95,Booking.com
Hotel Traveltine,"Kallang, Singapore",7.8,Good,1269,8.1,Superior Room,1 double or 2 twins,331128.0,2759.4,Booking.com
Perak Hotel,"Little India, Singapore",6.9,Review score,34,,Superior Double or Twin Room,1 double or 2 twins,270040.0,2250.33,Booking.com
One Farrer Hotel,"Farrer Park, Singapore",8.6,Excellent,1375,9.1,Mint Room,Multiple bed types,574078.0,4783.98,Booking.com
K Hotel 14,"Geylang, Singapore",4.9,Review score,278,,Standard King Room,1 king bed,198575.0,1654.79,Booking.com
K2 Guesthouse,"Queenstown, Singapore",6.5,Review score,121,,Double Shared Bathroom,1 double or 2 twins,262597.0,2188.31,Booking.com
"Capri by Fraser China Square, Singapore","Chinatown, Singapore",8.5,Very Good,301,9.3,Deluxe Double or Twin Room,1 twin bed,448116.0,3734.3,Booking.com
JEN Singapore Tanglin by Shangri-La,"Orchard, Singapore",8.1,Very Good,1420,8.6,Club Double Room - Breakfast included,1 full bed,717001.0,5975.01,Booking.com
Siloso Beach Resort - Sentosa,"Sentosa Island, Singapore",6.8,Review score,475,,Deluxe Double or Twin Room,1 double or 2 twins,464836.0,3873.63,Booking.com
Aqueen Heritage Hotel Little India,"Farrer Park, Singapore",7.6,Good,187,8.0,Cozy Room,1 queen bed,234759.0,1956.32,Booking.com
Sofitel Singapore Sentosa Resort & Spa,"Sentosa Island, Singapore",7.3,Good,855,,"PRESTIGE SUITE, 1 King Size Bed",1 king bed,1180802.0,9840.02,Booking.com
Orchard Point Serviced Apartments,"Orchard, Singapore",7.6,Good,302,8.0,1 Studio Suite,1 full bed,401864.0,3348.87,Booking.com
Louis Kienne Serviced Residences - Havelock,"Bukit Merah, Singapore",6.9,Review score,85,,Deluxe King Studio,1 king bed,370889.0,3090.74,Booking.com
30 Bencoolen,"Bencoolen, Singapore",8.5,Very Good,778,8.9,Deluxe Twin Room,2 twin beds,333817.0,2781.81,Booking.com
